case,time_ms,W_N,P_N
a30_mu000,0.00000,0.000000,0.000000
a30_mu000,0.01005,0.000000,0.000000
a30_mu000,0.02004,0.000000,0.000000
a30_mu000,0.03003,0.000000,0.000000
a30_mu000,0.04002,0.000000,0.000000
a30_mu000,0.05002,0.000000,0.000000
a30_mu000,0.06001,0.000000,0.000000
a30_mu000,0.07000,0.000000,0.000000
a30_mu000,0.08005,0.000000,0.000000
a30_mu000,0.09004,0.000000,0.000000
a30_mu000,0.10004,0.000000,0.000000
a30_mu000,0.11003,0.000000,0.000000
a30_mu000,0.12002,0.000000,0.000000
a30_mu000,0.13002,0.000000,0.000000
a30_mu000,0.14001,0.000000,0.000000
a30_mu000,0.15000,0.000000,0.000000
a30_mu000,0.16005,0.000000,0.000000
a30_mu000,0.17004,0.000000,0.000000
a30_mu000,0.18003,0.000000,0.000000
a30_mu000,0.19003,0.000000,0.000000
a30_mu000,0.20002,0.000000,0.000000
a30_mu000,0.21001,0.000000,0.000000
a30_mu000,0.22001,0.000000,0.000000
a30_mu000,0.23005,0.000000,0.000000
a30_mu000,0.24004,0.000000,0.000000
a30_mu000,0.25004,0.000000,0.000000
a30_mu000,0.26003,0.000000,0.000000
a30_mu000,0.27002,0.000000,0.000000
a30_mu000,0.28002,0.000000,0.000000
a30_mu000,0.29001,0.000000,0.000000
a30_mu000,0.30000,0.000000,0.000000
a30_mu000,0.31005,0.000000,0.000000
a30_mu000,0.32004,0.000000,0.000000
a30_mu000,0.33003,0.000000,0.000000
a30_mu000,0.34003,0.000000,0.000000
a30_mu000,0.35002,0.000000,0.000000
a30_mu000,0.36001,0.000000,0.000000
a30_mu000,0.37001,0.000000,0.000000
a30_mu000,0.38005,0.000000,0.000000
a30_mu000,0.39004,0.000000,0.000000
a30_mu000,0.40004,0.000000,0.000000
a30_mu000,0.41003,0.000000,0.000000
a30_mu000,0.42002,0.000000,0.000000
a30_mu000,0.43002,0.000000,0.000000
a30_mu000,0.44001,0.000000,0.000000
a30_mu000,0.45000,0.000000,0.000000
a30_mu000,0.46005,0.000000,0.000000
a30_mu000,0.47004,0.000000,0.000000
a30_mu000,0.48003,0.000000,0.000000
a30_mu000,0.49003,0.000000,0.000000
a30_mu000,0.50002,0.000000,0.000000
a30_mu000,0.51001,0.000000,0.000000
a30_mu000,0.52001,0.000000,0.000000
a30_mu000,0.53005,0.000000,0.000000
a30_mu000,0.54004,0.000000,0.000000
a30_mu000,0.55004,0.000000,0.000000
a30_mu000,0.56003,0.000000,0.000000
a30_mu000,0.57002,0.000000,0.000000
a30_mu000,0.58002,0.000000,0.000000
a30_mu000,0.59001,0.000000,0.000000
a30_mu000,0.60000,0.000000,0.000000
a30_mu000,0.61005,0.000000,0.000000
a30_mu000,0.62004,0.000000,0.000000
a30_mu000,0.63004,0.000000,0.000000
a30_mu000,0.64003,0.013481,0.054037
a30_mu000,0.65002,0.043647,0.022623
a30_mu000,0.66001,0.006062,0.010471
a30_mu000,0.67001,0.003106,0.036900
a30_mu000,0.68005,0.012820,0.023693
a30_mu000,0.69004,0.013704,0.050437
a30_mu000,0.70004,0.001074,0.050709
a30_mu000,0.71003,0.062895,0.053102
a30_mu000,0.72002,0.041951,0.011372
a30_mu000,0.73001,0.032453,0.093737
a30_mu000,0.74000,0.015122,0.041120
a30_mu000,0.75005,0.036813,0.033475
a30_mu000,0.76004,0.002299,0.017784
a30_mu000,0.77003,0.055869,0.096686
a30_mu000,0.78002,0.011051,0.031704
a30_mu000,0.79002,0.011271,0.020880
a30_mu000,0.80001,0.048509,0.013571
a30_mu000,0.81000,0.043628,0.060834
a30_mu000,0.82004,0.029789,0.079872
a30_mu000,0.83004,0.000663,0.051335
a30_mu000,0.84003,0.000532,0.006602
a30_mu000,0.85002,0.036308,0.034307
a30_mu000,0.86001,0.035332,0.102440
a30_mu000,0.87005,0.000017,0.082012
a30_mu000,0.88004,0.016669,0.064563
a30_mu000,0.89003,0.024968,0.008902
a30_mu000,0.90002,0.034333,0.143070
a30_mu000,0.91001,0.005154,0.086136
a30_mu000,0.92000,0.026278,0.123720
a30_mu000,0.93005,0.049190,0.026756
a30_mu000,0.94004,0.047649,0.139730
a30_mu000,0.95003,0.062609,0.148920
a30_mu000,0.96002,0.036853,0.144620
a30_mu000,0.97001,0.084323,0.096443
a30_mu000,0.98005,0.066822,0.122080
a30_mu000,0.99004,0.093857,0.196350
a30_mu000,1.00003,0.085568,0.191890
a30_mu000,1.01001,0.093750,0.158850
a30_mu000,1.02000,0.137360,0.135740
a30_mu000,1.03004,0.085494,0.210860
a30_mu000,1.04003,0.134380,0.218380
a30_mu000,1.05002,0.122800,0.251470
a30_mu000,1.06001,0.158720,0.161660
a30_mu000,1.07005,0.164060,0.252200
a30_mu000,1.08004,0.113620,0.221720
a30_mu000,1.09002,0.163650,0.310200
a30_mu000,1.10001,0.183650,0.219920
a30_mu000,1.11005,0.187030,0.251580
a30_mu000,1.12004,0.182300,0.267420
a30_mu000,1.13003,0.132000,0.309230
a30_mu000,1.14001,0.208230,0.318840
a30_mu000,1.15005,0.214160,0.250270
a30_mu000,1.16004,0.183300,0.298980
a30_mu000,1.17002,0.178960,0.307800
a30_mu000,1.18001,0.173090,0.382620
a30_mu000,1.19005,0.207290,0.284620
a30_mu000,1.20003,0.231600,0.313350
a30_mu000,1.21002,0.217970,0.302310
a30_mu000,1.22000,0.166920,0.421140
a30_mu000,1.23004,0.218910,0.347140
a30_mu000,1.24002,0.231390,0.359430
a30_mu000,1.25001,0.246650,0.315820
a30_mu000,1.26005,0.231740,0.425930
a30_mu000,1.27003,0.192700,0.408380
a30_mu000,1.28001,0.247640,0.397330
a30_mu000,1.29005,0.276090,0.361700
a30_mu000,1.30003,0.245050,0.411590
a30_mu000,1.31002,0.249850,0.469880
a30_mu000,1.32005,0.230100,0.423310
a30_mu000,1.33003,0.271860,0.428230
a30_mu000,1.34002,0.292660,0.401810
a30_mu000,1.35005,0.257800,0.518240
a30_mu000,1.36003,0.274210,0.473000
a30_mu000,1.37001,0.273660,0.485760
a30_mu000,1.38005,0.292920,0.417050
a30_mu000,1.39003,0.297370,0.516000
a30_mu000,1.40001,0.295420,0.505990
a30_mu000,1.41004,0.278550,0.549670
a30_mu000,1.42003,0.317490,0.464770
a30_mu000,1.43001,0.307980,0.530490
a30_mu000,1.44004,0.312580,0.532240
a30_mu000,1.45002,0.320640,0.592140
a30_mu000,1.46005,0.309360,0.543890
a30_mu000,1.47003,0.342450,0.536200
a30_mu000,1.48001,0.329900,0.575390
a30_mu000,1.49004,0.313420,0.599670
a30_mu000,1.50002,0.357020,0.629080
a30_mu000,1.51005,0.347190,0.550810
a30_mu000,1.52003,0.352500,0.617070
a30_mu000,1.53001,0.345160,0.617010
a30_mu000,1.54004,0.333720,0.698430
a30_mu000,1.55001,0.438990,0.651480
a30_mu000,1.56004,0.404370,0.628510
a30_mu000,1.57002,0.393380,0.663540
a30_mu000,1.58005,0.424520,0.766790
a30_mu000,1.59002,0.425070,0.724950
a30_mu000,1.60005,0.469180,0.707640
a30_mu000,1.61003,0.461100,0.666270
a30_mu000,1.62000,0.441810,0.798970
a30_mu000,1.63003,0.436300,0.808410
a30_mu000,1.64000,0.524760,0.789380
a30_mu000,1.65003,0.495650,0.749680
a30_mu000,1.66000,0.494450,0.789120
a30_mu000,1.67003,0.500070,0.882950
a30_mu000,1.68000,0.463880,0.822220
a30_mu000,1.69003,0.585460,0.834700
a30_mu000,1.70000,0.536470,0.810460
a30_mu000,1.71003,0.519850,0.918910
a30_mu000,1.72005,0.541590,0.912740
a30_mu000,1.73002,0.518960,0.896420
a30_mu000,1.74005,0.628920,0.876770
a30_mu000,1.75002,0.576230,0.933510
a30_mu000,1.76004,0.550780,0.975920
a30_mu000,1.77001,0.571920,0.994260
a30_mu000,1.78004,0.605500,0.929040
a30_mu000,1.79001,0.642130,0.970910
a30_mu000,1.80003,0.611470,0.972450
a30_mu000,1.81005,0.590800,1.071400
a30_mu000,1.82002,0.601910,1.019800
a30_mu000,1.83004,0.685680,1.016000
a30_mu000,1.84001,0.644850,1.016000
a30_mu000,1.85003,0.730540,1.115000
a30_mu000,1.86005,0.672220,1.124000
a30_mu000,1.87002,0.667840,1.099600
a30_mu000,1.88004,0.796270,1.108400
a30_mu000,1.89001,0.656890,1.087100
a30_mu000,1.90002,0.738210,1.218600
a30_mu000,1.91004,0.681270,1.136500
a30_mu000,1.92001,0.705460,1.162500
a30_mu000,1.93003,0.759980,1.105600
a30_mu000,1.94004,0.673860,1.209400
a30_mu000,1.95001,0.705280,1.213600
a30_mu000,1.96003,0.684420,1.151300
a30_mu000,1.97004,0.723070,1.123500
a30_mu000,1.98001,0.649180,1.203500
a30_mu000,1.99002,0.724460,1.233000
a30_mu000,2.00004,0.650710,1.264900
a30_mu000,2.01000,0.679500,1.114000
a30_mu000,2.02002,0.718250,1.246500
a30_mu000,2.03003,0.612860,1.211300
a30_mu000,2.04005,0.742860,1.320400
a30_mu000,2.05001,0.642640,1.165900
a30_mu000,2.06003,0.666000,1.227200
a30_mu000,2.07004,0.709070,1.251900
a30_mu000,2.08000,0.628650,1.290400
a30_mu000,2.09001,0.729240,1.298300
a30_mu000,2.10003,0.669070,1.221100
a30_mu000,2.11004,0.700870,1.299200
a30_mu000,2.12000,0.588660,1.278800
a30_mu000,2.13001,0.740120,1.357200
a30_mu000,2.14002,0.651820,1.272500
a30_mu000,2.15003,0.717240,1.308200
a30_mu000,2.16004,0.738190,1.360900
a30_mu000,2.17000,0.654650,1.385100
a30_mu000,2.18001,0.843610,1.444600
a30_mu000,2.19002,0.702440,1.388500
a30_mu000,2.20003,0.867120,1.464100
a30_mu000,2.21004,0.795660,1.488100
a30_mu000,2.22004,0.846940,1.470500
a30_mu000,2.23005,0.928640,1.585900
a30_mu000,2.24001,0.939780,1.461400
a30_mu000,2.25001,0.987100,1.666300
a30_mu000,2.26002,0.920130,1.524800
a30_mu000,2.27003,1.058100,1.761400
a30_mu000,2.28003,0.998870,1.603800
a30_mu000,2.29004,1.118000,1.742100
a30_mu000,2.30004,1.045700,1.679600
a30_mu000,2.31005,1.015700,1.777400
a30_mu000,2.32000,1.164900,1.772500
a30_mu000,2.33001,1.035500,1.707300
a30_mu000,2.34001,1.172500,1.753000
a30_mu000,2.35002,1.023600,1.778700
a30_mu000,2.36002,1.155800,1.915700
a30_mu000,2.37002,1.121800,1.732400
a30_mu000,2.38002,1.088500,1.749000
a30_mu000,2.39003,1.098800,1.801200
a30_mu000,2.40003,0.935200,1.792500
a30_mu000,2.41003,1.022900,1.782500
a30_mu000,2.42003,0.905910,1.630200
a30_mu000,2.43003,1.045700,1.735200
a30_mu000,2.44003,0.781480,1.764000
a30_mu000,2.45003,0.950490,1.761800
a30_mu000,2.46003,0.851080,1.763300
a30_mu000,2.47003,0.885230,1.661200
a30_mu000,2.48003,1.018800,1.879100
a30_mu000,2.49003,0.796410,1.682100
a30_mu000,2.50003,1.041600,1.941800
a30_mu000,2.51003,0.948440,1.691100
a30_mu000,2.52003,1.107400,1.968400
a30_mu000,2.53003,1.090000,1.843600
a30_mu000,2.54002,1.105300,2.037200
a30_mu000,2.55002,1.179300,2.033700
a30_mu000,2.56001,1.231900,2.037700
a30_mu000,2.57001,1.376700,2.119500
a30_mu000,2.58001,1.207500,2.084200
a30_mu000,2.59000,1.433500,2.242900
a30_mu000,2.60000,1.253600,2.072300
a30_mu000,2.61005,1.326200,2.048900
a30_mu000,2.62004,1.400100,2.124600
a30_mu000,2.63003,1.178300,2.168300
a30_mu000,2.64002,1.366700,2.270000
a30_mu000,2.65002,1.150000,2.040600
a30_mu000,2.66001,1.369100,2.108200
a30_mu000,2.67005,1.123000,2.107000
a30_mu000,2.68004,1.218000,2.181500
a30_mu000,2.69003,1.136900,2.171500
a30_mu000,2.70003,1.146100,1.998800
a30_mu000,2.71001,1.236700,2.238400
a30_mu000,2.72000,1.101900,2.049600
a30_mu000,2.73004,1.257600,2.380600
a30_mu000,2.74004,1.065900,2.026200
a30_mu000,2.75002,1.349800,2.349200
a30_mu000,2.76001,1.224500,2.141700
a30_mu000,2.77005,1.312300,2.388300
a30_mu000,2.78004,1.305800,2.248600
a30_mu000,2.79003,1.310600,2.323400
a30_mu000,2.80002,1.535400,2.369100
a30_mu000,2.81000,1.359800,2.391000
a30_mu000,2.82004,1.537700,2.539200
a30_mu000,2.83003,1.377900,2.438700
a30_mu000,2.84001,1.587100,2.486400
a30_mu000,2.85000,1.471200,2.520100
a30_mu000,2.86004,1.464200,2.409700
a30_mu000,2.87002,1.496200,2.547400
a30_mu000,2.88001,1.218800,2.323300
a30_mu000,2.89004,1.495400,2.494400
a30_mu000,2.90003,1.202100,2.261500
a30_mu000,2.91001,1.351300,2.499900
a30_mu000,2.92005,1.216500,2.296700
a30_mu000,2.93003,1.266700,2.423300
a30_mu000,2.94001,1.285600,2.346700
a30_mu000,2.95005,1.345600,2.387300
a30_mu000,2.96003,1.416300,2.529600
a30_mu000,2.97001,1.337000,2.460000
a30_mu000,2.98004,1.582600,2.667100
a30_mu000,2.99003,1.423000,2.505800
a30_mu000,3.00001,1.746700,2.789800
a30_mu000,3.01004,1.558300,2.658300
a30_mu000,3.02002,1.698400,2.801200
a30_mu000,3.03000,1.720900,2.679500
a30_mu000,3.04003,1.666500,2.704800
a30_mu000,3.05001,1.748200,2.789400
a30_mu000,3.06005,1.586300,2.684100
a30_mu000,3.07002,1.678100,2.774800
a30_mu000,3.08001,1.482600,2.597300
a30_mu000,3.09003,1.641800,2.765700
a30_mu000,3.10001,1.391300,2.665500
a30_mu000,3.11004,1.392600,2.688400
a30_mu000,3.12002,1.343000,2.592200
a30_mu000,3.13005,1.466700,2.606500
a30_mu000,3.14002,1.458100,2.682300
a30_mu000,3.15005,1.468300,2.752200
a30_mu000,3.16003,1.606300,2.855300
a30_mu000,3.17000,1.591300,2.746700
a30_mu000,3.18003,1.746200,2.862900
a30_mu000,3.19005,1.766600,2.922100
a30_mu000,3.20002,1.827300,3.062800
a30_mu000,3.21005,1.781800,2.891500
a30_mu000,3.22003,1.842600,2.912500
a30_mu000,3.23005,1.824700,2.931300
a30_mu000,3.24002,1.788100,3.016700
a30_mu000,3.25005,1.737700,2.990300
a30_mu000,3.26002,1.600600,2.866400
a30_mu000,3.27005,1.690900,2.871400
a30_mu000,3.28002,1.544300,2.871600
a30_mu000,3.29004,1.577700,2.914200
a30_mu000,3.30002,1.482900,2.830500
a30_mu000,3.31004,1.535700,2.836600
a30_mu000,3.32002,1.551500,2.864100
a30_mu000,3.33004,1.595400,2.883400
a30_mu000,3.34001,1.660000,2.988300
a30_mu000,3.35003,1.674900,2.903800
a30_mu000,3.36000,1.821300,3.081000
a30_mu000,3.37002,1.797000,3.008400
a30_mu000,3.38004,1.966100,3.207000
a30_mu000,3.39002,1.867700,3.107300
a30_mu000,3.40004,1.962700,3.228000
a30_mu000,3.41001,1.825200,3.132300
a30_mu000,3.42003,1.828900,3.106300
a30_mu000,3.43004,1.827400,3.138900
a30_mu000,3.44001,1.692600,3.117200
a30_mu000,3.45003,1.827400,3.146700
a30_mu000,3.46005,1.613300,2.956300
a30_mu000,3.47001,1.821800,3.097100
a30_mu000,3.48003,1.626000,3.031800
a30_mu000,3.49004,1.771600,3.154500
a30_mu000,3.50001,1.708000,3.008000
a30_mu000,3.51003,1.826900,3.055700
a30_mu000,3.52004,1.813800,3.210900
a30_mu000,3.53000,1.847700,3.180700
a30_mu000,3.54002,1.898000,3.294400
a30_mu000,3.55004,1.878300,3.077100
a30_mu000,3.56005,2.031200,3.381100
a30_mu000,3.57002,1.875700,3.189800
a30_mu000,3.58003,2.042700,3.425800
a30_mu000,3.59005,1.853400,3.095700
a30_mu000,3.60001,1.976000,3.364700
a30_mu000,3.61003,1.868300,3.166600
a30_mu000,3.62004,1.871600,3.288200
a30_mu000,3.63001,1.813100,3.128800
a30_mu000,3.64002,1.782200,3.208400
a30_mu000,3.65004,1.842100,3.238500
a30_mu000,3.66000,1.772600,3.194400
a30_mu000,3.67001,1.891500,3.301900
a30_mu000,3.68003,1.730300,3.226700
a30_mu000,3.69004,1.983400,3.417800
a30_mu000,3.70001,1.849100,3.270100
a30_mu000,3.71002,2.017300,3.416500
a30_mu000,3.72004,1.959700,3.394800
a30_mu000,3.73005,1.996100,3.453600
a30_mu000,3.74001,2.036000,3.415000
a30_mu000,3.75002,2.014800,3.333400
a30_mu000,3.76003,2.053000,3.522200
a30_mu000,3.77005,1.923700,3.387300
a30_mu000,3.78001,2.061000,3.472500
a30_mu000,3.79003,1.752800,3.271100
a30_mu000,3.80004,1.920400,3.382300
a30_mu000,3.81005,1.741900,3.305200
a30_mu000,3.82001,1.852300,3.394300
a30_mu000,3.83001,1.940100,3.384200
a30_mu000,3.84002,1.869500,3.383900
a30_mu000,3.85003,2.097000,3.566700
a30_mu000,3.86004,2.001300,3.412200
a30_mu000,3.87005,2.130400,3.620600
a30_mu000,3.88001,2.096200,3.401400
a30_mu000,3.89001,2.250800,3.645700
a30_mu000,3.90003,2.013500,3.451000
a30_mu000,3.91003,2.164200,3.570800
a30_mu000,3.92004,1.934400,3.397600
a30_mu000,3.93005,2.036600,3.480000
a30_mu000,3.94001,1.986600,3.399300
a30_mu000,3.95002,1.833600,3.362300
a30_mu000,3.96003,1.937200,3.449700
a30_mu000,3.97004,1.854900,3.375000
a30_mu000,3.98005,1.957800,3.544600
a30_mu000,3.99000,1.900300,3.312300
a30_mu000,4.00001,2.066400,3.549400
a30_mu000,4.01002,1.933100,3.421700
a30_mu000,4.02003,2.241700,3.701200
a30_mu000,4.03004,2.060300,3.495000
a30_mu000,4.04004,2.227500,3.638300
a30_mu000,4.05000,2.169700,3.578700
a30_mu000,4.06000,2.091800,3.654900
a30_mu000,4.07002,2.174100,3.643200
a30_mu000,4.08003,2.079800,3.497200
a30_mu000,4.09003,2.067300,3.635200
a30_mu000,4.10005,1.919200,3.479500
a30_mu000,4.11005,2.020600,3.629700
a30_mu000,4.12001,1.839700,3.361500
a30_mu000,4.13001,2.066900,3.613900
a30_mu000,4.14002,1.829700,3.502200
a30_mu000,4.15003,2.036800,3.666900
a30_mu000,4.16004,2.047700,3.523000
a30_mu000,4.17004,2.082400,3.614300
a30_mu000,4.18005,2.172400,3.679000
a30_mu000,4.19000,2.161800,3.644800
a30_mu000,4.20001,2.221300,3.747100
a30_mu000,4.21002,2.183500,3.631400
a30_mu000,4.22002,2.291600,3.846400
a30_mu000,4.23004,2.090600,3.593700
a30_mu000,4.24004,2.262200,3.757700
a30_mu000,4.25005,1.963200,3.535900
a30_mu000,4.26005,2.127100,3.733900
a30_mu000,4.27001,2.004400,3.537600
a30_mu000,4.28002,1.951200,3.582200
a30_mu000,4.29003,1.941400,3.517200
a30_mu000,4.30004,1.962900,3.559200
a30_mu000,4.31004,2.031900,3.640300
a30_mu000,4.32005,2.033900,3.512800
a30_mu000,4.33000,2.154700,3.717500
a30_mu000,4.34001,2.046200,3.591000
a30_mu000,4.35002,2.346400,3.840700
a30_mu000,4.36003,2.126000,3.586500
a30_mu000,4.37003,2.318300,3.794500
a30_mu000,4.38004,2.214500,3.672900
a30_mu000,4.39004,2.217900,3.819600
a30_mu000,4.40005,2.184900,3.689500
a30_mu000,4.41001,2.150400,3.649100
a30_mu000,4.42001,2.083900,3.678700
a30_mu000,4.43002,2.013100,3.583200
a30_mu000,4.44002,2.054600,3.687300
a30_mu000,4.45003,1.897600,3.475800
a30_mu000,4.46003,2.148300,3.693200
a30_mu000,4.47004,1.890900,3.513800
a30_mu000,4.48005,2.107600,3.723700
a30_mu000,4.49001,2.079100,3.570100
a30_mu000,4.50001,2.201900,3.780500
a30_mu000,4.51002,2.204200,3.749200
a30_mu000,4.52002,2.253400,3.795900
a30_mu000,4.53003,2.257100,3.811800
a30_mu000,4.54003,2.278100,3.744700
a30_mu000,4.55004,2.313100,3.874600
a30_mu000,4.56005,2.122300,3.665700
a30_mu000,4.57000,2.296300,3.843000
a30_mu000,4.58001,2.006900,3.619800
a30_mu000,4.59001,2.153300,3.816200
a30_mu000,4.60002,2.003500,3.547200
a30_mu000,4.61003,2.039600,3.672400
a30_mu000,4.62004,1.973800,3.585100
a30_mu000,4.63005,2.034800,3.693100
a30_mu000,4.64005,2.040100,3.679500
a30_mu000,4.65001,2.117400,3.624400
a30_mu000,4.66001,2.293600,3.902100
a30_mu000,4.67001,2.097900,3.597100
a30_mu000,4.68001,2.413100,3.974900
a30_mu000,4.69002,2.106800,3.642700
a30_mu000,4.70001,2.284700,3.948400
a30_mu000,4.71002,2.121500,3.623900
a30_mu000,4.72002,2.244400,3.822700
a30_mu000,4.73003,2.083900,3.585400
a30_mu000,4.74003,2.106800,3.724900
a30_mu000,4.75003,1.985500,3.650700
a30_mu000,4.76003,2.047600,3.614800
a30_mu000,4.77004,2.149700,3.658200
a30_mu000,4.78004,1.957500,3.535500
a30_mu000,4.79004,2.234600,3.825200
a30_mu000,4.80005,2.072500,3.613700
a30_mu000,4.81005,2.313900,3.870000
a30_mu000,4.82000,2.161200,3.591400
a30_mu000,4.83005,2.362400,3.924300
a30_mu000,4.84001,2.132000,3.693200
a30_mu000,4.85000,2.323700,3.884800
a30_mu000,4.86002,2.125200,3.663900
a30_mu000,4.87002,2.240300,3.774300
a30_mu000,4.88002,2.115900,3.726500
a30_mu000,4.89003,1.986400,3.664000
a30_mu000,4.90003,2.119000,3.685300
a30_mu000,4.91004,1.996300,3.517700
a30_mu000,4.92004,2.135700,3.787200
a30_mu000,4.93005,1.960200,3.559400
a30_mu000,4.94005,2.211000,3.863600
a30_mu000,4.95001,2.066700,3.567400
a30_mu000,4.96000,2.358000,3.907400
a30_mu000,4.97001,2.083100,3.671100
a30_mu000,4.98001,2.329400,3.923400
a30_mu000,4.99002,2.204100,3.745900
a30_mu000,5.00002,2.253600,3.849700
a30_mu000,5.01003,2.223600,3.757200
a30_mu000,5.02004,2.143000,3.701000
a30_mu000,5.03004,2.132200,3.790100
a30_mu000,5.04000,2.012800,3.605800
a30_mu000,5.05005,2.136600,3.796700
a30_mu000,5.06001,1.950100,3.490500
a30_mu000,5.07001,2.168000,3.811600
a30_mu000,5.08002,1.890400,3.548400
a30_mu000,5.09002,2.263500,3.871500
a30_mu000,5.10003,2.117400,3.547000
a30_mu000,5.11003,2.248900,3.859600
a30_mu000,5.12004,2.149500,3.722100
a30_mu000,5.13004,2.281800,3.894800
a30_mu000,5.14005,2.254400,3.741700
a30_mu000,5.15005,2.273800,3.736000
a30_mu000,5.16001,2.216200,3.803500
a30_mu000,5.17001,2.085700,3.695000
a30_mu000,5.18001,2.244200,3.796500
a30_mu000,5.19003,1.959500,3.502800
a30_mu000,5.20002,2.188400,3.756800
a30_mu000,5.21004,1.938700,3.509800
a30_mu000,5.22003,2.115800,3.799000
a30_mu000,5.23005,1.981700,3.542000
a30_mu000,5.24000,2.237200,3.776300
a30_mu000,5.25001,2.084700,3.649500
a30_mu000,5.26001,2.243100,3.811700
a30_mu000,5.27002,2.159700,3.771800
a30_mu000,5.28002,2.249400,3.756100
a30_mu000,5.29003,2.359800,3.850800
a30_mu000,5.30004,2.139600,3.684800
a30_mu000,5.31004,2.269100,3.894800
a30_mu000,5.32000,2.085700,3.611300
a30_mu000,5.33005,2.240500,3.851900
a30_mu000,5.34001,1.990500,3.500500
a30_mu000,5.35001,2.150800,3.813700
a30_mu000,5.36002,1.914400,3.534900
a30_mu000,5.37002,2.174000,3.819600
a30_mu000,5.38004,2.004100,3.571200
a30_mu000,5.39004,2.161300,3.744900
a30_mu000,5.40005,2.156900,3.717400
a30_mu000,5.41005,2.145200,3.803400
a30_mu000,5.42000,2.273400,3.847200
a30_mu000,5.43001,2.241000,3.700600
a30_mu000,5.44002,2.332700,3.886400
a30_mu000,5.45003,2.135200,3.685100
a30_mu000,5.46003,2.303400,3.931900
a30_mu000,5.47004,2.064500,3.572100
a30_mu000,5.48004,2.301900,3.825600
a30_mu000,5.49005,1.946200,3.560500
a30_mu010,0.00000,0.000000,0.000000
a30_mu010,0.01005,0.000000,0.000000
a30_mu010,0.02004,0.000000,0.000000
a30_mu010,0.03003,0.000000,0.000000
a30_mu010,0.04002,0.000000,0.000000
a30_mu010,0.05002,0.000000,0.000000
a30_mu010,0.06001,0.000000,0.000000
a30_mu010,0.07000,0.000000,0.000000
a30_mu010,0.08005,0.000000,0.000000
a30_mu010,0.09004,0.000000,0.000000
a30_mu010,0.10004,0.000000,0.000000
a30_mu010,0.11003,0.000000,0.000000
a30_mu010,0.12002,0.000000,0.000000
a30_mu010,0.13002,0.000000,0.000000
a30_mu010,0.14001,0.000000,0.000000
a30_mu010,0.15000,0.000000,0.000000
a30_mu010,0.16005,0.000000,0.000000
a30_mu010,0.17004,0.000000,0.000000
a30_mu010,0.18003,0.000000,0.000000
a30_mu010,0.19003,0.000000,0.000000
a30_mu010,0.20002,0.000000,0.000000
a30_mu010,0.21001,0.000000,0.000000
a30_mu010,0.22001,0.000000,0.000000
a30_mu010,0.23005,0.000000,0.000000
a30_mu010,0.24004,0.000000,0.000000
a30_mu010,0.25004,0.000000,0.000000
a30_mu010,0.26003,0.000000,0.000000
a30_mu010,0.27002,0.000000,0.000000
a30_mu010,0.28002,0.000000,0.000000
a30_mu010,0.29001,0.000000,0.000000
a30_mu010,0.30000,0.000000,0.000000
a30_mu010,0.31005,0.000000,0.000000
a30_mu010,0.32004,0.000000,0.000000
a30_mu010,0.33003,0.000000,0.000000
a30_mu010,0.34003,0.000000,0.000000
a30_mu010,0.35002,0.000000,0.000000
a30_mu010,0.36001,0.000000,0.000000
a30_mu010,0.37001,0.000000,0.000000
a30_mu010,0.38005,0.000000,0.000000
a30_mu010,0.39004,0.000000,0.000000
a30_mu010,0.40004,0.000000,0.000000
a30_mu010,0.41003,0.000000,0.000000
a30_mu010,0.42002,0.000000,0.000000
a30_mu010,0.43002,0.000000,0.000000
a30_mu010,0.44001,0.000000,0.000000
a30_mu010,0.45000,0.000000,0.000000
a30_mu010,0.46005,0.000000,0.000000
a30_mu010,0.47004,0.000000,0.000000
a30_mu010,0.48003,0.000000,0.000000
a30_mu010,0.49003,0.000000,0.000000
a30_mu010,0.50002,0.000000,0.000000
a30_mu010,0.51001,0.000000,0.000000
a30_mu010,0.52001,0.000000,0.000000
a30_mu010,0.53005,0.000000,0.000000
a30_mu010,0.54004,0.000000,0.000000
a30_mu010,0.55004,0.000000,0.000000
a30_mu010,0.56003,0.000000,0.000000
a30_mu010,0.57002,0.000000,0.000000
a30_mu010,0.58002,0.000000,0.000000
a30_mu010,0.59001,0.000000,0.000000
a30_mu010,0.60000,0.000000,0.000000
a30_mu010,0.61005,0.000000,0.000000
a30_mu010,0.62004,0.000000,0.000000
a30_mu010,0.63004,0.000000,0.000000
a30_mu010,0.64003,0.010393,0.047811
a30_mu010,0.65002,0.058085,0.021503
a30_mu010,0.66001,0.006036,0.001314
a30_mu010,0.67001,0.004728,0.032513
a30_mu010,0.68005,0.012750,0.029050
a30_mu010,0.69004,0.009902,0.044527
a30_mu010,0.70004,0.018174,0.050230
a30_mu010,0.71003,0.069031,0.039025
a30_mu010,0.72002,0.059590,0.004494
a30_mu010,0.73001,0.038798,0.086421
a30_mu010,0.74000,0.019291,0.029430
a30_mu010,0.75005,0.046730,0.023921
a30_mu010,0.76004,0.000478,0.004218
a30_mu010,0.77003,0.053249,0.093521
a30_mu010,0.78003,0.001146,0.039510
a30_mu010,0.79002,0.000246,0.028212
a30_mu010,0.80001,0.084004,0.003160
a30_mu010,0.81000,0.045249,0.076223
a30_mu010,0.82005,0.006348,0.080942
a30_mu010,0.83004,0.015463,0.070556
a30_mu010,0.84003,0.024579,0.001063
