case,time_ms,W_N,P_N
a45_mu020,3.43005,4.683800,3.276500
a45_mu020,3.44002,4.078800,2.967200
a45_mu020,3.45003,4.601800,2.958800
a45_mu020,3.46004,4.012400,2.965800
a45_mu020,3.47000,4.248200,3.199400
a45_mu020,3.48002,4.440600,3.112500
a45_mu020,3.49004,4.436300,3.088600
a45_mu020,3.50005,5.345200,3.078200
a45_mu020,3.51001,4.966700,3.243200
a45_mu020,3.52002,5.150800,3.415200
a45_mu020,3.53004,5.115700,3.293900
a45_mu020,3.54005,5.441000,3.208100
a45_mu020,3.55001,5.038000,3.172100
a45_mu020,3.56002,5.197400,3.335500
a45_mu020,3.57003,4.025600,3.235400
a45_mu020,3.58004,5.062700,3.223500
a45_mu020,3.59001,4.152700,2.991100
a45_mu020,3.60002,4.674200,3.228300
a45_mu020,3.61003,4.217200,3.213800
a45_mu020,3.62004,4.809800,3.329100
a45_mu020,3.63005,4.787600,3.129500
a45_mu020,3.64001,5.541700,3.323500
a45_mu020,3.65002,4.876200,3.271500
a45_mu020,3.66003,5.760300,3.542000
a45_mu020,3.67004,4.971600,3.412700
a45_mu020,3.68000,5.466700,3.376100
a45_mu020,3.69002,5.220000,3.228200
a45_mu020,3.70002,4.914200,3.429700
a45_mu020,3.71003,4.654800,3.315300
a45_mu020,3.72004,4.604300,3.272600
a45_mu020,3.73000,4.465100,3.133800
a45_mu020,3.74001,4.883400,3.250500
a45_mu020,3.75002,4.555100,3.352500
a45_mu020,3.76003,4.619000,3.433500
a45_mu020,3.77003,5.454600,3.343800
a45_mu020,3.78005,5.222100,3.331700
a45_mu020,3.79005,5.780400,3.473800
a45_mu020,3.80001,5.168400,3.547500
a45_mu020,3.81001,5.542300,3.589300
a45_mu020,3.82002,5.461700,3.383000
a45_mu020,3.83003,5.375100,3.415200
a45_mu020,3.84003,4.781300,3.427700
a45_mu020,3.85004,5.190200,3.562800
a45_mu020,3.86005,4.395100,3.316800
a45_mu020,3.87001,5.158700,3.345100
a45_mu020,3.88001,4.534000,3.250400
a45_mu020,3.89002,5.020500,3.535700
a45_mu020,3.90003,4.919400,3.421600
a45_mu020,3.91003,5.370700,3.498300
a45_mu020,3.92004,5.314000,3.333500
a45_mu020,3.93005,5.993800,3.593700
a45_mu020,3.94000,5.182900,3.568700
a45_mu020,3.95001,5.775500,3.693500
a45_mu020,3.96002,5.311600,3.411900
a45_mu020,3.97002,5.552900,3.521500
a45_mu020,3.98003,5.173500,3.485400
a45_mu020,3.99003,4.841800,3.617600
a45_mu020,4.00004,4.849000,3.379700
a45_mu020,4.01004,5.165400,3.412000
a45_mu020,4.02005,4.797100,3.369500
a45_mu020,4.03005,5.159600,3.483400
a45_mu020,4.04000,4.959500,3.605200
a45_mu020,4.05001,5.297100,3.555800
a45_mu020,4.06001,5.693500,3.473600
a45_mu020,4.07002,5.479000,3.556800
a45_mu020,4.08002,5.676100,3.688900
a45_mu020,4.09002,5.633000,3.661400
a45_mu020,4.10003,5.449300,3.555300
a45_mu020,4.11003,5.676600,3.481500
a45_mu020,4.12004,5.332500,3.578000
a45_mu020,4.13004,5.074000,3.637400
a45_mu020,4.14004,5.195900,3.596600
a45_mu020,4.15005,4.840200,3.398300
a45_mu020,4.16005,5.315600,3.464500
a45_mu020,4.17005,5.060200,3.516300
a45_mu020,4.18005,4.984200,3.661600
a45_mu020,4.19000,5.396600,3.536300
a45_mu020,4.20001,5.675000,3.503300
a45_mu020,4.21001,5.622900,3.586400
a45_mu020,4.22001,5.800100,3.780500
a45_mu020,4.23001,5.342300,3.726500
a45_mu020,4.24001,5.940800,3.695200
a45_mu020,4.25002,5.582700,3.566800
a45_mu020,4.26002,5.425200,3.680100
a45_mu020,4.27002,5.359600,3.631300
a45_mu020,4.28002,5.192300,3.674000
a45_mu020,4.29003,5.170100,3.478800
a45_mu020,4.30003,5.330400,3.561400
a45_mu020,4.31003,4.915100,3.526200
a45_mu020,4.32003,5.445100,3.697800
a45_mu020,4.33004,5.172300,3.596300
a45_mu020,4.34004,5.436800,3.582000
a45_mu020,4.35004,5.640100,3.557700
a45_mu020,4.36004,5.442900,3.779700
a45_mu020,4.37004,5.435300,3.761600
a45_mu020,4.38004,5.720100,3.757900
a45_mu020,4.39005,5.434100,3.599700
a45_mu020,4.40004,5.737600,3.675700
a45_mu020,4.41004,5.465300,3.766200
a45_mu020,4.42004,5.273700,3.685300
a45_mu020,4.43003,5.528800,3.573400
a45_mu020,4.44003,5.515300,3.564500
a45_mu020,4.45003,5.425800,3.519000
a45_mu020,4.46003,5.291100,3.680200
a45_mu020,4.47002,5.184300,3.645100
a45_mu020,4.48002,5.559600,3.655200
a45_mu020,4.49002,5.564300,3.535700
a45_mu020,4.50001,5.449900,3.708800
a45_mu020,4.51001,5.548300,3.720700
a45_mu020,4.52000,5.508900,3.741300
a45_mu020,4.53000,5.691700,3.620900
a45_mu020,4.54005,5.705100,3.658500
a45_mu020,4.55005,5.531900,3.674200
a45_mu020,4.56004,5.509400,3.691200
a45_mu020,4.57004,5.391600,3.620200
a45_mu020,4.58004,5.396200,3.650600
a45_mu020,4.59003,5.565000,3.595500
a45_mu020,4.60003,5.290200,3.691400
a45_mu020,4.61002,5.403400,3.689500
a45_mu020,4.62002,5.470600,3.660800
a45_mu020,4.63002,5.584200,3.625100
a45_mu020,4.64001,5.697300,3.680700
a45_mu020,4.65001,5.505900,3.751400
a45_mu020,4.66001,5.546900,3.781100
a45_mu020,4.67000,5.691900,3.673900
a45_mu020,4.68000,5.574200,3.647100
a45_mu020,4.69005,5.512700,3.689000
a45_mu020,4.70004,5.472300,3.717100
a45_mu020,4.71004,5.362700,3.682500
a45_mu020,4.72004,5.550600,3.644500
a45_mu020,4.73003,5.408400,3.633400
a45_mu020,4.74003,5.505700,3.680600
a45_mu020,4.75002,5.501200,3.728900
a45_mu020,4.76002,5.503000,3.687400
a45_mu020,4.77002,5.595100,3.662900
a45_mu020,4.78002,5.674300,3.691800
a45_mu020,4.79001,5.473000,3.725700
a45_mu020,4.80001,5.596300,3.727800
a45_mu020,4.81000,5.449000,3.672900
a45_mu020,4.82000,5.606800,3.651500
a45_mu020,4.83005,5.538800,3.672700
a45_mu020,4.84004,5.449800,3.718600
a45_mu020,4.85004,5.508500,3.705100
a45_mu020,4.86003,5.513100,3.679100
a45_mu020,4.87003,5.531300,3.639800
a45_mu020,4.88003,5.548300,3.707400
a45_mu020,4.89002,5.446200,3.716200
a45_mu020,4.90002,5.508500,3.711200
a45_mu020,4.91001,5.584700,3.627000
a45_mu020,4.92001,5.467500,3.672000
a45_mu020,4.93000,5.594800,3.693400
a45_mu020,4.94005,5.429200,3.714200
a45_mu020,4.95005,5.560100,3.697100
a45_mu020,4.96004,5.483800,3.652000
a45_mu020,4.97004,5.526800,3.663200
a45_mu020,4.98003,5.495700,3.728900
a45_mu020,4.99003,5.504300,3.707000
a45_mu020,5.00003,5.480900,3.688700
a45_mu020,5.01002,5.541400,3.637600
a45_mu020,5.02002,5.465800,3.701300
a45_mu020,5.03001,5.566800,3.727400
a45_mu020,5.04001,5.445200,3.698200
a45_mu020,5.05000,5.539800,3.668000
a45_mu020,5.06000,5.532100,3.661200
a45_mu020,5.07005,5.494400,3.696800
a45_mu020,5.08004,5.507700,3.721000
a45_mu020,5.09004,5.446000,3.691200
a45_mu020,5.10004,5.535300,3.660700
a45_mu020,5.11003,5.512500,3.668400
a45_mu020,5.12003,5.481400,3.711100
a45_mu020,5.13002,5.493600,3.712900
a45_mu020,5.14002,5.534700,3.689600
a45_mu020,5.15002,5.515600,3.670300
a45_mu020,5.16001,5.543400,3.686000
a45_mu020,5.17001,5.422900,3.727300
a45_mu020,5.18000,5.580000,3.705000
a45_mu020,5.19000,5.462900,3.660900
a45_mu020,5.20005,5.542600,3.666200
a45_mu020,5.21005,5.469200,3.707900
a45_mu020,5.22004,5.497900,3.731500
a45_mu020,5.23004,5.530100,3.697700
a45_mu020,5.24004,5.501900,3.658900
a45_mu020,5.25003,5.483100,3.682000
a45_mu020,5.26002,5.527400,3.719000
a45_mu020,5.27002,5.479900,3.714300
a45_mu020,5.28002,5.530500,3.676800
a45_mu020,5.29001,5.508700,3.674700
a45_mu020,5.30001,5.503800,3.689100
a45_mu020,5.31000,5.521200,3.726000
a45_mu020,5.32000,5.436100,3.714400
a45_mu020,5.33005,5.551100,3.670800
a45_mu020,5.34005,5.483300,3.661500
a45_mu020,5.35004,5.536700,3.698400
a45_mu020,5.36004,5.456900,3.728500
a45_mu020,5.37003,5.501700,3.683900
a45_mu020,5.38003,5.530800,3.669000
a45_mu020,5.39003,5.527900,3.667100
a45_mu020,5.40002,5.449600,3.720100
a45_mu020,5.41002,5.530500,3.726800
a45_mu020,5.42002,5.465500,3.672900
a45_mu020,5.43001,5.577800,3.663500
a45_mu020,5.44001,5.470500,3.683100
a45_mu020,5.45000,5.498400,3.708700
a45_mu020,5.46005,5.497200,3.722200
a45_mu020,5.47005,5.503300,3.658600
a45_mu020,5.48005,5.512600,3.651800
a45_mu020,5.49004,5.470100,3.691900
